Country,CountryID,SatisfactionLife,DemocraticGov,NationalityPride,GNI/Capita($K),ConfidenceInPress,WillingnessToFight,HumanRights,Trust,Homicides/100 000,Internet/100,Refugees,People/km^2,% gov spend military
India,IND,6.53,6.56,8.70,0.42,5.58,9.19,null,5.98,4.36,0.11,209894.00,335.62,18.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,6.61,7.23,6.93,37.77,6.73,5.44,null,6.69,0.54,9.99,4858.20,345.82,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,4.90,7.05,5.35,null,6.01,7.60,5.13,6.03,10.69,2.64,4.00,39.15,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,4.99,6.50,6.67,null,6.59,7.56,5.03,5.93,10.71,1.54,28.00,57.05,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macedonia,MKD,7.54,6.86,6.86,1.95,4.65,8.50,null,4.97,2.15,0.62,8107.40,77.58,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,3.73,6.64,8.71,4.58,6.15,7.79,null,6.19,14.62,0.81,31591.20,50.35,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,7.70,7.05,7.63,0.46,5.47,8.45,4.70,6.01,9.06,0.18,8.00,127.26,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,6.60,8.21,7.18,null,5.20,8.93,null,6.23,null,null,null,45.29,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,7.66,7.24,8.36,15.99,5.31,7.18,null,7.22,1.29,20.13,4017.80,14.31,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,6.36,8.61,8.57,0.24,6.40,7.59,null,5.44,null,0.02,7879.20,125.22,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,6.84,8.98,8.18,35.62,5.63,9.17,null,8.20,0.90,21.53,46434.20,12.07,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,null,8.10,9.59,0.48,6.53,null,null,5.98,6.98,0.03,1202481.40,167.16,29.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,6.42,7.48,9.27,2.09,5.38,9.16,null,5.10,null,0.77,631.60,19.39,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,8.10,7.56,9.14,1.16,7.27,9.08,null,5.24,7.76,0.55,452.40,245.00,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,4.86,null,9.00,4.02,5.70,8.55,null,5.57,3.24,2.72,775.00,126.15,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,4.45,8.45,9.39,8.50,6.31,7.93,null,5.21,null,1.93,null,422.74,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,6.07,7.83,7.92,1.54,5.32,8.63,null,5.69,2.93,1.14,666.80,98.31,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,RUS,6.46,4.92,7.09,2.36,5.61,8.46,null,6.01,null,0.54,173261.25,9.03,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,5.59,7.20,7.34,2.39,4.75,8.54,null,6.19,null,null,27008.80,86.78,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,6.61,8.00,7.76,5.07,5.81,7.41,null,6.06,2.48,2.12,1067.80,111.87,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,7.77,7.56,8.28,11.24,5.86,9.07,null,5.69,1.59,7.66,9062.00,98.60,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,8.14,7.31,9.38,3.62,5.89,7.74,null,5.71,null,2.03,30759.60,35.34,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,null,8.06,null,null,6.74,8.78,null,6.51,null,7.28,4.40,475.79,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,6.20,7.95,8.64,15.61,5.78,7.16,null,6.26,1.15,3.19,5945.00,80.20,7.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,3.95,8.69,7.98,30.37,5.42,9.25,null,7.58,1.05,22.55,183083.20,21.55,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,5.70,7.72,6.83,45.98,4.94,7.72,null,6.51,1.18,16.40,82952.00,179.40,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,7.67,7.54,9.26,3.18,5.95,9.65,null,5.30,null,0.75,5759.20,78.48,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,7.06,5.07,6.33,0.86,5.48,8.27,4.36,6.09,8.74,0.21,4429.20,87.33,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,6.72,null,null,23.28,null,null,null,6.42,1.43,9.67,113611.40,241.12,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,5.56,8.04,9.22,31.37,5.24,8.26,null,6.66,6.76,22.64,569853.40,29.77,16.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,6.21,8.12,8.93,6.63,6.48,7.06,null,5.97,null,4.50,130.60,18.68,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,5.96,8.05,9.72,3.22,6.70,8.84,null,5.52,21.04,1.00,771.20,26.20,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
