Country,CountryID,SatisfactionLife,DemocraticGov,NationalityPride,GNI/Capita($K),ConfidenceInPress,WillingnessToFight,HumanRights,Trust,Homicide/100 000,Internet/100,Refugees,People/km^2,% gov spend military
Cyprus,CYP,7.37,9.11,8.38,27.62,5.47,8.67,6.79,3.92,1.40,40.31,1434.40,114.97,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egypt,EGY,5.74,9.36,9.25,1.62,6.31,8.64,null,4.56,0.92,16.09,93358.20,78.00,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,4.99,9.23,9.10,0.24,4.58,7.06,5.01,4.84,null,0.38,97689.80,80.92,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,7.84,8.04,8.62,45.48,5.63,8.70,8.48,7.24,2.34,80.22,8780.80,17.40,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,6.91,8.20,7.56,40.30,5.52,6.64,null,4.57,1.50,59.62,160534.20,116.85,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,4.96,8.47,9.27,2.03,5.22,7.26,5.19,4.58,6.96,10.39,1356.60,71.44,26.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,7.13,8.53,6.60,40.54,5.28,5.75,6.82,5.74,0.62,74.61,612167.00,235.82,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,6.12,9.37,9.79,0.85,6.38,8.71,7.82,3.91,1.84,3.62,33059.40,99.06,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,7.93,7.58,9.53,2.33,5.99,7.91,5.57,4.34,43.80,7.42,282.60,128.77,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,null,6.41,7.06,6.26,31.51,6.53,6.55,7.15,6.07,0.50,63.72,832.00,6574.70,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,5.91,7.96,8.02,11.96,4.81,6.70,5.77,5.25,1.60,52.47,7609.20,111.98,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,5.80,6.51,8.69,0.93,6.37,8.43,5.43,5.08,3.52,3.73,165810.40,396.70,16.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,6.91,8.31,8.35,1.66,6.17,8.89,6.84,5.64,0.60,5.80,374.40,128.25,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,IRN,6.43,8.19,8.78,3.54,5.73,8.42,5.61,4.05,null,10.43,991363.00,44.04,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,4.46,7.31,9.32,3.02,null,4.76,4.91,5.99,30.72,0.97,42331.60,65.16,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,6.89,8.69,8.14,35.58,5.20,5.95,6.24,5.17,1.04,41.43,37528.80,198.87,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,6.99,7.07,6.57,38.11,6.81,3.05,5.75,5.98,0.48,72.66,1986.00,351.02,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,7.12,8.56,9.17,3.13,7.03,8.81,7.01,5.35,1.72,19.16,2295541.80,65.42,17.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,6.84,8.33,9.07,6.57,6.87,8.53,7.32,3.92,2.22,53.53,41265.80,81.36,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mali,MLI,6.09,7.75,9.49,0.48,6.09,8.05,7.32,3.94,null,1.08,10827.40,11.29,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,8.23,7.30,9.43,8.53,5.97,8.02,6.43,4.36,11.08,21.12,2090.80,58.24,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,5.45,7.63,6.93,1.23,5.66,7.56,4.88,4.55,6.08,21.12,137.00,124.57,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,5.25,8.08,8.71,2.33,5.65,7.97,5.85,4.12,1.52,26.15,609.40,69.53,11.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,7.76,7.77,7.30,48.30,5.36,6.05,null,6.19,0.92,85.51,91791.60,486.01,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,7.89,7.13,8.56,27.56,4.88,7.06,7.26,6.39,1.30,70.64,3791.60,16.03,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,7.96,9.01,8.25,77.47,5.74,9.10,7.78,8.26,0.66,86.82,38963.80,12.92,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,7.04,7.71,null,3.24,4.85,8.04,4.91,3.70,10.90,24.99,987.40,22.11,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,7.02,6.60,8.91,10.01,5.56,8.09,6.56,4.68,1.32,48.82,9908.20,124.52,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,5.75,7.62,7.81,6.50,5.60,7.38,5.16,4.65,2.08,28.70,1627.20,90.71,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,RUS,6.09,6.21,7.88,7.33,5.36,7.74,null,5.12,11.35,22.75,2592.40,8.73,15.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,4.97,null,9.43,0.38,6.81,9.35,null,3.65,4.60,3.72,51410.60,385.04,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia and Montenegro,SRB,6.01,6.69,7.21,4.77,4.89,6.71,4.72,4.53,1.68,32.07,95020.50,84.39,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,7.24,7.37,8.30,21.89,5.33,7.86,5.99,4.57,0.78,55.91,265.00,100.16,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,7.03,8.06,9.28,5.73,6.37,7.43,6.95,null,null,8.32,38611.20,40.32,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,6.35,7.32,7.66,20.84,6.66,8.12,6.84,5.16,null,78.60,144.60,501.75,13.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,7.32,8.50,8.59,29.81,5.70,6.12,6.53,4.67,1.04,55.07,4885.40,90.43,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,7.74,9.30,7.81,50.74,5.48,8.40,7.44,7.54,0.78,87.12,77660.00,22.31,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,8.01,8.78,6.98,64.28,5.57,6.82,7.96,6.82,0.78,76.70,46908.20,191.63,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,7.21,8.39,9.58,3.26,6.15,9.09,7.57,6.06,6.54,18.10,118808.40,129.73,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,7.33,8.36,9.65,14.55,5.12,7.71,5.45,3.58,33.64,34.08,30.67,255.22,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,7.46,7.81,8.85,8.20,5.09,9.58,5.38,3.65,4.90,26.62,6688.20,90.35,7.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,5.67,6.41,6.92,2.42,5.65,7.32,5.05,4.78,5.72,8.74,5286.60,80.34,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,7.60,7.83,7.95,44.01,4.46,6.57,null,5.37,1.32,75.17,293183.00,253.51,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,7.32,7.82,8.51,48.09,5.12,7.27,6.66,5.91,5.48,71.38,411813.20,32.90,18.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,7.46,8.01,8.97,6.59,5.98,5.39,7.92,4.52,6.18,32.92,139.80,19.09,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,7.09,7.50,9.42,0.88,8.41,9.16,8.18,6.78,1.32,20.24,2357.00,271.59,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,6.06,8.60,8.49,0.91,5.98,7.15,6.05,4.12,5.65,3.06,105834.40,17.16,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
