Country,CountryID,SatisfactionLife,DemocraticGov,NationalityPride,GNI/Capita($K),ConfidenceInPress,WillingnessToFight,HumanRights,Trust,Homicide/100 000,Internet/100,Refugees,People/km^2,% gov spend military
Germany,DEU,7.36,8.87,6.68,46.56,5.98,6.07,7.83,6.33,0.70,83.20,432046.00,231.79,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,6.14,9.39,9.85,1.52,6.85,7.99,8.02,3.66,1.70,11.72,16112.60,112.28,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,null,6.85,7.59,7.02,36.89,5.87,5.99,7.08,6.50,0.50,74.23,143.80,6796.11,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,6.52,7.69,9.00,1.45,6.97,8.22,6.13,4.62,3.36,13.25,188785.40,424.92,16.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,5.91,8.23,8.34,5.73,5.11,7.25,5.50,5.53,8.10,7.40,137221.40,76.02,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,6.91,6.56,6.78,44.67,6.63,5.88,5.72,5.96,0.32,82.82,2592.00,349.97,5.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,6.61,8.09,9.53,4.65,5.44,8.41,7.10,4.21,2.07,37.34,2540541.60,78.63,18.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,7.23,8.19,8.86,9.73,6.28,8.47,6.62,5.88,8.80,52.90,1360.60,6.22,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,7.21,7.54,8.85,48.12,5.22,8.03,7.79,5.25,1.87,70.36,488.40,191.53,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,6.96,7.31,8.61,1.05,6.36,7.90,7.24,5.65,8.22,20.98,2888.40,29.33,15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,6.50,7.40,7.74,9.27,5.34,6.19,5.23,4.31,4.04,60.09,878929.20,483.91,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,7.25,8.10,9.04,9.24,4.57,8.05,5.22,4.15,2.50,15.57,15728.60,3.56,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,7.13,8.47,8.98,9.65,7.08,8.71,6.73,3.90,1.90,60.76,91055.00,88.32,7.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,8.51,7.33,9.45,9.36,5.04,8.14,6.21,4.16,19.98,39.17,1652.00,62.78,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,5.94,8.06,8.84,2.92,5.53,8.13,5.37,4.14,1.26,53.26,991.60,73.94,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,7.49,7.15,7.27,52.10,5.46,6.62,6.77,7.79,0.85,92.43,75733.80,496.78,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,7.65,7.38,8.41,35.89,5.00,6.98,7.69,6.99,0.94,82.39,1702.00,16.78,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,6.25,8.88,8.95,2.26,6.82,7.30,6.61,4.33,10.10,33.18,4728.00,184.84,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,7.54,7.51,9.23,1.25,5.67,9.19,6.80,4.78,7.87,10.33,1672761.80,230.22,19.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,PER,7.14,7.81,8.83,5.50,5.17,7.26,5.05,3.90,8.32,37.68,1175.40,23.57,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,PHL,7.33,7.50,9.56,3.03,7.02,8.82,8.17,3.56,9.38,33.39,182.60,322.14,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,7.09,6.68,8.76,13.17,5.22,8.30,6.50,4.88,0.96,63.21,15898.40,124.24,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,8.00,null,9.94,80.50,7.69,9.83,9.29,4.76,7.20,76.82,94.80,171.57,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,6.69,7.62,8.03,8.79,5.09,7.89,4.93,3.86,1.76,45.93,1448.00,87.23,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,RUS,6.17,6.31,7.25,12.11,5.27,7.17,5.69,5.31,9.50,58.86,50244.40,8.75,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,6.47,8.74,9.50,0.63,6.39,7.09,8.49,4.44,4.90,8.52,63220.80,438.48,7.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,null,6.96,8.07,8.40,50.85,6.67,8.03,7.76,5.81,0.30,74.79,3.80,7494.23,25.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,7.35,6.92,8.04,23.75,5.22,7.27,5.55,4.67,1.46,69.99,220.40,102.09,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,6.63,7.06,8.63,7.03,6.30,7.02,6.12,4.91,null,38.89,71820.80,43.31,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,6.51,7.14,7.66,24.31,6.60,7.30,6.72,5.08,null,84.83,593.20,513.27,11.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,6.79,8.44,8.19,30.65,5.37,5.55,6.24,4.66,0.76,70.21,4598.60,93.26,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,SWE,7.55,8.88,7.63,58.36,5.59,8.12,7.30,7.35,0.70,92.65,103699.60,23.33,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,7.57,8.93,9.46,4.95,5.82,8.55,7.14,5.43,4.70,27.27,107428.80,131.51,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,7.47,7.74,9.55,15.21,5.46,7.44,5.20,3.56,29.30,58.42,34.40,261.49,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,5.58,8.12,8.70,4.17,4.21,7.73,5.71,4.46,2.90,41.46,1450.40,70.05,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,TUR,7.24,7.84,8.84,10.61,5.61,8.55,6.33,4.15,4.23,45.06,497774.40,97.30,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,5.90,7.86,6.79,3.38,6.13,6.53,5.42,4.98,4.40,34.89,3038.40,78.69,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,7.37,7.66,8.28,52.24,5.12,7.12,6.70,5.62,4.53,72.10,264448.80,34.34,17.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,7.60,8.01,8.47,13.66,5.64,6.77,6.39,4.27,7.06,54.28,203.80,19.41,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,7.89,8.11,9.57,1.71,8.01,8.52,null,4.28,3.20,24.08,193.40,69.90,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,YEM,5.89,7.59,9.40,1.24,3.19,8.34,5.47,6.05,5.90,17.45,228189.40,47.13,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,5.81,9.29,9.27,0.73,5.81,6.61,6.81,3.88,5.90,11.72,5164.00,37.71,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
